customer_id,tenure_months,monthly_spend,monthly_usage_gb,call_minutes,message_count,days_since_last_payment,complaints_count,is_churned,tenure_bucket,usage_per_spend,payment_recency_bucket,plan_premium,plan_standard
CUS0002639,37.0,59.49,6.03,449,108,56,0,0,"(24, 48]",0.10136157337367625,"(30, 60]",False,True
CUS0007951,25.0,53.78,2.83,966,109,54,0,1,"(24, 48]",0.052621792487913724,"(30, 60]",False,True
CUS0007817,29.0,35.08,2.72,119,251,36,1,0,"(24, 48]",0.07753705815279362,"(30, 60]",False,True
CUS0003817,30.0,55.52662624177525,10.51,824,136,22,1,0,"(24, 48]",0.1892785625807181,"(7, 30]",False,False
CUS0006746,67.0,56.07,12.67,639,169,33,0,0,"(48, 72]",0.22596754057428214,"(30, 60]",False,True
CUS0001731,12.0,40.29,2.26,709,92,15,0,0,"(6, 12]",0.056093323405311486,"(7, 30]",False,True
CUS0006083,3.0,27.22,3.03,38,149,13,1,0,"(0, 6]",0.11131520940484937,"(7, 30]",False,False
CUS0001679,29.0,27.1,9.07,446,190,12,0,0,"(24, 48]",0.33468634686346865,"(7, 30]",False,False
CUS0002224,40.0,47.55,6.68,72,54,44,1,0,"(24, 48]",0.14048370136698213,"(30, 60]",False,True
CUS0005230,5.0,24.8,8.97,709,29,12,3,0,"(0, 6]",0.3616935483870968,"(7, 30]",False,False
CUS0000176,56.0,18.53,18.01,946,220,25,0,0,"(48, 72]",0.9719373988127361,"(7, 30]",False,False
CUS0003687,13.0,109.5,2.54,586,120,58,1,1,"(12, 24]",0.02319634703196347,"(30, 60]",True,False
CUS0000063,4.0,26.74,10.71,243,190,22,0,1,"(0, 6]",0.40052356020942415,"(7, 30]",False,False
CUS0001929,51.0,91.33,10.27,869,258,3,0,0,"(48, 72]",0.11244935946567393,"(-1, 7]",True,False
CUS0006035,6.0,97.82,3.61,871,71,0,2,1,"(0, 6]",0.03690451850337354,"(-1, 7]",True,False
CUS0005643,32.0,49.12,12.82,761,47,60,0,0,"(24, 48]",0.26099348534201955,"(30, 60]",False,True
CUS0003835,18.0,67.02,7.58,726,286,11,2,1,"(12, 24]",0.11310056699492689,"(7, 30]",False,True
CUS0005255,19.0,22.18,3.7,591,292,58,0,0,"(12, 24]",0.16681695220919748,"(30, 60]",False,False
CUS0007631,56.0,23.35,14.86,244,40,5,1,0,"(48, 72]",0.6364025695931477,"(-1, 7]",False,False
CUS0003292,5.0,108.33,12.86,883,238,66,4,0,"(0, 6]",0.11871134496446044,,True,False
CUS0007346,5.0,11.18,11.88,722,69,11,0,0,"(0, 6]",1.0626118067978534,"(7, 30]",False,False
CUS0004732,37.0,67.04,11.71,474,197,19,0,0,"(24, 48]",0.17467183770883055,"(7, 30]",False,True
CUS0006952,67.0,29.39,8.47,732,130,27,0,0,"(48, 72]",0.28819326301463083,"(7, 30]",False,False
CUS0003718,18.0,102.77,8.218195789745577,164,73,7,0,0,"(12, 24]",0.0799668754475584,"(-1, 7]",True,False
CUS0005223,12.0,55.52662624177525,16.16,977,207,23,0,0,"(6, 12]",0.2910315481735875,"(7, 30]",False,True
CUS0005330,30.0,23.15,12.69,14,298,20,3,0,"(24, 48]",0.5481641468682505,"(7, 30]",False,False
CUS0007806,29.0,55.52662624177525,6.49,928,240,66,4,1,"(24, 48]",0.11688086309694201,,True,False
CUS0003738,28.0,115.65,0.0,175,164,10,0,0,"(24, 48]",0.0,"(7, 30]",True,False
CUS0007697,16.0,29.72,1.18,68,112,59,0,1,"(12, 24]",0.039703903095558546,"(30, 60]",False,False
CUS0001667,67.0,81.28,8.218195789745577,463,234,19,1,0,"(48, 72]",0.10110969229509814,"(7, 30]",True,False
CUS0003840,11.0,41.98,8.62,917,236,60,0,0,"(6, 12]",0.2053358742258218,"(30, 60]",False,True
CUS0004687,12.0,49.99,2.73,964,41,10,2,0,"(6, 12]",0.05461092218443688,"(7, 30]",False,True
CUS0004317,19.0,54.93,4.15,385,278,40,1,0,"(12, 24]",0.07555070089204442,"(30, 60]",False,True
CUS0003039,29.0,12.74,11.75,682,212,20,3,0,"(24, 48]",0.9222919937205651,"(7, 30]",False,False
CUS0006555,20.0,35.82,13.39,112,267,8,1,0,"(12, 24]",0.3738135120044668,"(7, 30]",False,True
CUS0007580,52.0,24.48,14.24,608,121,6,2,0,"(48, 72]",0.5816993464052288,"(-1, 7]",False,False
CUS0004478,38.0,111.89,10.39,817,162,44,2,0,"(24, 48]",0.0928590580033962,"(30, 60]",True,False
CUS0003739,17.0,23.0,11.77,927,249,37,5,1,"(12, 24]",0.5117391304347826,"(30, 60]",False,False
CUS0000947,55.0,26.17,2.39,248,126,18,1,0,"(48, 72]",0.09132594573939626,"(7, 30]",False,False
CUS0007641,35.0,55.52662624177525,13.95,142,158,30,0,1,"(24, 48]",0.25123082283549164,"(7, 30]",True,False
CUS0007709,58.0,19.46,7.48,359,0,11,0,0,"(48, 72]",0.38437821171634123,"(7, 30]",False,False
CUS0005284,64.0,43.63885951963101,5.83,298,171,30,2,1,"(48, 72]",0.13359652530280644,"(7, 30]",False,True
CUS0002980,21.0,19.56,0.0,772,71,7,7,1,"(12, 24]",0.0,"(-1, 7]",False,False
CUS0003228,46.0,55.52662624177525,3.58,590,189,8,0,0,"(24, 48]",0.064473573172119,"(7, 30]",False,False
CUS0000286,12.0,62.81,15.3,414,228,30,2,0,"(6, 12]",0.24359178474765164,"(7, 30]",True,False
CUS0004674,9.0,116.0,3.53,270,174,13,0,0,"(6, 12]",0.03043103448275862,"(7, 30]",True,False
CUS0002411,18.0,108.14,13.89,975,202,56,1,0,"(12, 24]",0.12844460884039208,"(30, 60]",True,False
CUS0002161,67.0,43.74,1.7,522,1,12,0,0,"(48, 72]",0.038866026520347506,"(7, 30]",False,True
CUS0001932,27.0,12.19,0.0,393,228,24,0,1,"(24, 48]",0.0,"(7, 30]",False,False
CUS0006710,22.0,56.56,5.4,500,132,32,1,0,"(12, 24]",0.09547383309759548,"(30, 60]",False,True
CUS0004506,50.0,100.39,4.71,203,142,30,0,0,"(48, 72]",0.04691702360792908,"(7, 30]",True,False
CUS0002326,42.0,10.16,7.7,699,92,20,0,0,"(24, 48]",0.7578740157480315,"(7, 30]",False,False
CUS0005841,13.0,48.57,4.12,419,161,18,0,0,"(12, 24]",0.0848260242948322,"(7, 30]",False,True
CUS0006094,3.0,17.19,2.83,117,96,12,0,0,"(0, 6]",0.164630599185573,"(7, 30]",False,False
CUS0004486,21.0,35.02,14.68,959,151,30,1,0,"(12, 24]",0.4191890348372358,"(7, 30]",False,True
CUS0004461,34.0,18.1,4.79,248,16,49,3,0,"(24, 48]",0.26464088397790053,"(30, 60]",False,False
CUS0005700,40.0,69.16,5.11,490,52,48,0,0,"(24, 48]",0.07388663967611336,"(30, 60]",False,True
CUS0006524,67.0,61.48,8.218195789745577,648,194,52,2,0,"(48, 72]",0.13367267062045507,"(30, 60]",False,True
CUS0004312,68.0,22.05,19.34,417,215,26,0,0,"(48, 72]",0.8770975056689342,"(7, 30]",False,False
CUS0002722,72.0,23.81,8.35,176,61,0,1,0,"(48, 72]",0.3506929861402772,"(-1, 7]",False,False
CUS0000247,13.0,62.1,0.0,781,180,17,0,0,"(12, 24]",0.0,"(7, 30]",False,True
CUS0004533,66.0,55.52662624177525,5.55,256,209,28,0,0,"(48, 72]",0.0999520477947655,"(7, 30]",True,False
CUS0004772,5.0,18.1,9.17,807,98,10,0,0,"(0, 6]",0.5066298342541437,"(7, 30]",False,False
CUS0006274,59.0,45.74,17.27,346,168,27,0,0,"(48, 72]",0.37756886751202445,"(7, 30]",False,True
CUS0002141,48.0,27.98,6.82,613,145,36,4,0,"(24, 48]",0.2437455325232309,"(30, 60]",False,False
CUS0006417,3.0,23.24,7.35,328,214,25,1,0,"(0, 6]",0.31626506024096385,"(7, 30]",False,False
CUS0001612,4.0,39.42,8.218195789745577,935,127,16,0,0,"(0, 6]",0.20847782317974572,"(7, 30]",False,True
CUS0004762,50.0,24.33,18.44,111,145,5,4,0,"(48, 72]",0.7579120427455817,"(-1, 7]",False,False
CUS0005150,5.0,22.23,3.43,133,144,34,0,0,"(0, 6]",0.15429599640125957,"(30, 60]",False,False
CUS0007814,26.0,34.41,7.53,445,12,32,0,0,"(24, 48]",0.21883173496076724,"(30, 60]",False,True
CUS0000858,65.0,26.84,6.69,695,170,11,0,0,"(48, 72]",0.2492548435171386,"(7, 30]",False,False
CUS0004319,68.0,23.69,8.26,25,58,53,5,1,"(48, 72]",0.3486703250316589,"(30, 60]",False,False
CUS0001874,37.0,20.4,5.26,484,238,19,6,1,"(24, 48]",0.257843137254902,"(7, 30]",False,False
CUS0001086,52.0,24.91,4.64,967,169,38,0,0,"(48, 72]",0.18627057406663988,"(30, 60]",False,False
CUS0004371,17.0,22.74,8.38,976,24,12,3,1,"(12, 24]",0.36851363236587514,"(7, 30]",False,False
CUS0001306,25.0,88.53,15.68,722,261,38,0,0,"(24, 48]",0.17711510222523438,"(30, 60]",True,False
CUS0006535,58.0,14.75,15.2,767,92,16,5,0,"(48, 72]",1.0305084745762711,"(7, 30]",False,False
CUS0006899,33.0,19.64,8.218195789745577,189,93,18,0,0,"(24, 48]",0.4184417408220762,"(7, 30]",False,False
CUS0004585,40.0,18.89,5.51,229,246,12,2,0,"(24, 48]",0.29168872419269454,"(7, 30]",False,False
CUS0001777,9.0,24.63,8.03,929,285,31,0,0,"(6, 12]",0.32602517255379615,"(30, 60]",False,False
CUS0005409,41.0,14.49,6.77,90,129,3,0,0,"(24, 48]",0.46721877156659763,"(-1, 7]",False,False
CUS0000913,16.0,42.68,6.44,574,299,51,0,0,"(12, 24]",0.15089034676663543,"(30, 60]",False,True
CUS0007890,51.0,35.79,4.59,750,27,40,1,0,"(48, 72]",0.12824811399832356,"(30, 60]",False,True
CUS0005394,36.0,42.55,11.34,531,109,41,1,0,"(24, 48]",0.2665099882491187,"(30, 60]",False,True
CUS0000422,34.0,25.2,15.57,864,163,6,0,0,"(24, 48]",0.6178571428571429,"(-1, 7]",False,False
CUS0005654,8.0,21.57,3.64,897,55,13,0,0,"(6, 12]",0.16875289754288364,"(7, 30]",False,False
CUS0004479,65.0,30.24,4.01,203,3,35,6,0,"(48, 72]",0.13260582010582012,"(30, 60]",False,True
CUS0003569,48.0,67.79,9.73,524,285,48,3,0,"(24, 48]",0.14353149432069626,"(30, 60]",True,False
CUS0001326,55.0,51.36,6.31,65,141,34,1,0,"(48, 72]",0.12285825545171339,"(30, 60]",False,True
CUS0000671,24.0,12.22,6.93,905,56,10,0,0,"(12, 24]",0.5671031096563011,"(7, 30]",False,False
CUS0000478,39.0,12.58,6.58,639,116,8,0,0,"(24, 48]",0.5230524642289348,"(7, 30]",False,False
CUS0005246,70.0,10.74,2.47,261,110,25,0,0,"(48, 72]",0.22998137802607077,"(7, 30]",False,False
CUS0003543,42.0,68.64,5.44,363,168,7,2,0,"(24, 48]",0.07925407925407926,"(-1, 7]",True,False
CUS0005474,63.0,11.81,7.98,540,184,24,5,0,"(48, 72]",0.6756985605419137,"(7, 30]",False,False
CUS0001493,8.0,56.86,16.06,250,144,35,2,1,"(6, 12]",0.2824481181850158,"(30, 60]",False,True
CUS0000566,54.0,77.18,15.09,174,158,18,6,0,"(48, 72]",0.19551697330914744,"(7, 30]",True,False
CUS0007544,33.0,23.39,0.0,545,151,18,0,0,"(24, 48]",0.0,"(7, 30]",False,False
CUS0006945,41.0,29.56,15.57,221,100,11,3,0,"(24, 48]",0.5267253044654939,"(7, 30]",False,False
CUS0001657,62.0,55.52662624177525,16.8,580,56,30,0,0,"(48, 72]",0.30255755008145235,"(7, 30]",True,False
CUS0000140,52.0,28.94,18.34,305,275,10,0,0,"(48, 72]",0.6337249481686247,"(7, 30]",False,False
CUS0004944,43.0,25.47,0.63,475,238,28,3,0,"(24, 48]",0.02473498233215548,"(7, 30]",False,False
CUS0001790,38.0,14.18,8.218195789745577,354,148,39,0,0,"(24, 48]",0.5795624675420012,"(30, 60]",False,False
CUS0003109,40.0,22.47,0.0,668,87,3,0,0,"(24, 48]",0.0,"(-1, 7]",False,False
CUS0007236,45.0,44.26,2.08,506,156,65,1,1,"(24, 48]",0.046995029371893364,,False,True
CUS0005145,44.0,79.97,15.06,744,62,34,3,0,"(24, 48]",0.18832062023258722,"(30, 60]",True,False
CUS0000491,52.0,29.13,1.92,856,8,8,1,0,"(48, 72]",0.06591143151390319,"(7, 30]",False,False
CUS0002716,47.0,14.11,0.22,658,198,8,5,0,"(24, 48]",0.01559177888022679,"(7, 30]",False,False
CUS0000651,13.0,51.72,4.4,841,59,16,0,0,"(12, 24]",0.08507347254447023,"(7, 30]",False,True
CUS0002119,50.0,107.91,6.87,248,136,1,0,0,"(48, 72]",0.06366416458159578,"(-1, 7]",True,False
CUS0003110,29.0,104.93,8.218195789745577,723,100,35,0,0,"(24, 48]",0.0783207451610176,"(30, 60]",True,False
CUS0004651,27.0,23.97,7.75,914,238,10,2,0,"(24, 48]",0.32332081768877763,"(7, 30]",False,False
CUS0006669,72.0,10.09,12.0,98,202,57,0,0,"(48, 72]",1.1892963330029733,"(30, 60]",False,False
CUS0006320,34.0,29.63,6.16,505,174,13,1,0,"(24, 48]",0.207897401282484,"(7, 30]",False,False
CUS0006316,46.0,112.67,17.47,882,44,16,0,0,"(24, 48]",0.15505458418389986,"(7, 30]",True,False
CUS0007457,39.0,59.8,5.03,317,68,0,0,0,"(24, 48]",0.08411371237458194,"(-1, 7]",False,True
CUS0000545,33.0,63.62,5.2,615,290,35,1,0,"(24, 48]",0.0817353033637221,"(30, 60]",False,True
CUS0005969,41.0,15.05,5.78,388,21,7,0,0,"(24, 48]",0.3840531561461794,"(-1, 7]",False,False
CUS0001637,2.0,12.06,11.93,702,4,44,0,0,"(0, 6]",0.9892205638474294,"(30, 60]",False,False
CUS0004093,22.0,20.8,15.23,38,79,4,0,0,"(12, 24]",0.7322115384615384,"(-1, 7]",False,False
CUS0004738,14.0,55.91,4.89,356,240,43,3,1,"(12, 24]",0.08746199248792702,"(30, 60]",False,True
CUS0001595,60.0,39.2,5.41,487,34,22,0,0,"(48, 72]",0.13801020408163264,"(7, 30]",False,True
CUS0007658,4.0,29.2,5.53,724,130,36,1,1,"(0, 6]",0.18938356164383563,"(30, 60]",False,False
CUS0000538,45.0,99.34,6.1,101,102,47,0,0,"(24, 48]",0.06140527481377088,"(30, 60]",True,False
CUS0003962,19.0,83.09,8.68,876,167,2,0,0,"(12, 24]",0.10446503791069923,"(-1, 7]",True,False
CUS0001719,68.0,96.22,13.24,522,67,31,0,0,"(48, 72]",0.1376013302847641,"(30, 60]",True,False
CUS0006872,51.0,12.79,7.34,302,208,35,1,0,"(48, 72]",0.5738858483189992,"(30, 60]",False,False
CUS0007564,46.0,27.15,15.59,16,86,12,0,0,"(24, 48]",0.5742173112338859,"(7, 30]",False,False
CUS0002203,60.0,23.34,5.09,612,289,40,0,0,"(48, 72]",0.21808054841473865,"(30, 60]",False,False
CUS0007234,44.0,14.94,6.11,78,73,12,0,0,"(24, 48]",0.4089692101740295,"(7, 30]",False,False
CUS0003582,16.0,27.15,6.96,583,60,31,3,0,"(12, 24]",0.256353591160221,"(30, 60]",False,False
CUS0002257,51.0,19.71,0.0,970,119,18,0,0,"(48, 72]",0.0,"(7, 30]",False,False
CUS0000484,18.0,30.36,4.35,637,219,48,1,1,"(12, 24]",0.14328063241106717,"(30, 60]",False,True
CUS0006447,13.0,15.82,6.32,438,239,12,3,1,"(12, 24]",0.3994943109987358,"(7, 30]",False,False
CUS0001665,34.0,29.68,15.26,811,113,14,2,0,"(24, 48]",0.5141509433962265,"(7, 30]",False,False
CUS0007866,72.0,11.05,3.38,897,174,26,2,0,"(48, 72]",0.30588235294117644,"(7, 30]",False,False
CUS0001059,15.0,19.53,5.88,717,266,19,0,1,"(12, 24]",0.30107526881720426,"(7, 30]",False,False
CUS0006327,12.0,45.21,11.54,764,290,48,0,0,"(6, 12]",0.2552532625525326,"(30, 60]",False,True
CUS0005940,16.0,15.04,15.17,596,177,4,1,0,"(12, 24]",1.0086436170212767,"(-1, 7]",False,False
CUS0000625,58.0,110.23,3.1,28,123,39,0,0,"(48, 72]",0.028123015513018233,"(30, 60]",True,False
CUS0004261,36.0,10.49,3.43,189,298,28,0,0,"(24, 48]",0.32697807435653004,"(7, 30]",False,False
CUS0004059,65.0,23.43,7.84,545,290,30,1,0,"(48, 72]",0.3346137430644473,"(7, 30]",False,False
CUS0006067,60.0,26.09,12.79,587,218,49,2,1,"(48, 72]",0.49022614028363354,"(30, 60]",False,False
CUS0006156,69.0,16.34,0.0,823,154,32,1,0,"(48, 72]",0.0,"(30, 60]",False,False
CUS0000326,46.0,84.66,5.33,708,8,91,4,1,"(24, 48]",0.06295771320576424,,True,False
CUS0002012,21.0,42.58,8.218195789745577,262,183,4,0,0,"(12, 24]",0.19300600727443817,"(-1, 7]",False,True
CUS0000313,47.0,67.61,15.44,947,177,13,0,0,"(24, 48]",0.22836858452891584,"(7, 30]",True,False
CUS0005420,70.0,28.68,7.22,465,243,20,8,0,"(48, 72]",0.25174337517433754,"(7, 30]",False,False
CUS0000284,20.0,14.4,18.2,310,106,18,0,0,"(12, 24]",1.2638888888888888,"(7, 30]",False,False
CUS0005445,71.0,52.44,7.12,540,170,24,1,0,"(48, 72]",0.13577421815408086,"(7, 30]",False,True
CUS0001336,48.0,27.87,3.09,294,213,19,2,0,"(24, 48]",0.11087190527448869,"(7, 30]",False,False
CUS0003570,61.0,52.43,10.3,16,152,48,2,0,"(48, 72]",0.19645241274079728,"(30, 60]",False,True
CUS0004546,30.0,28.27,7.82,9,128,20,3,0,"(24, 48]",0.27661832331093034,"(7, 30]",False,False
CUS0002304,28.0,23.28,6.79,359,177,2,0,0,"(24, 48]",0.29166666666666663,"(-1, 7]",False,False
CUS0007747,10.0,45.55,1.77,845,259,19,0,0,"(6, 12]",0.038858397365532385,"(7, 30]",False,True
CUS0003823,3.0,25.7,9.03,465,152,85,0,1,"(0, 6]",0.35136186770428013,,False,False
CUS0006520,4.0,12.95,19.49,719,98,31,0,0,"(0, 6]",1.505019305019305,"(30, 60]",False,False
CUS0001680,8.0,25.39,6.47,265,276,33,0,0,"(6, 12]",0.25482473414730206,"(30, 60]",False,False
CUS0007836,25.0,17.14,3.29,651,20,11,0,0,"(24, 48]",0.19194865810968495,"(7, 30]",False,False
CUS0002952,2.0,23.54,0.0,882,20,14,0,0,"(0, 6]",0.0,"(7, 30]",False,False
CUS0005226,16.0,51.55,10.87,577,39,37,3,0,"(12, 24]",0.21086323957322986,"(30, 60]",False,True
CUS0007280,46.0,55.52662624177525,6.24,728,279,32,0,1,"(24, 48]",0.1123785186016823,"(30, 60]",False,False
CUS0000201,25.0,24.36,0.49,677,173,0,1,0,"(24, 48]",0.020114942528735632,"(-1, 7]",False,False
CUS0004323,61.0,16.92,10.65,52,176,25,0,0,"(48, 72]",0.6294326241134751,"(7, 30]",False,False
CUS0003977,67.0,108.24,10.71,465,164,21,3,0,"(48, 72]",0.09894678492239468,"(7, 30]",True,False
CUS0006352,65.0,24.81,6.53,590,47,21,1,1,"(48, 72]",0.26320032245062475,"(7, 30]",False,False
CUS0004372,6.0,59.78,8.77,843,63,49,1,0,"(0, 6]",0.14670458347273335,"(30, 60]",False,True
CUS0007053,53.0,13.05,8.11,307,118,5,1,0,"(48, 72]",0.621455938697318,"(-1, 7]",False,False
CUS0000854,18.0,92.2,0.0,26,94,5,0,0,"(12, 24]",0.0,"(-1, 7]",True,False
CUS0004109,20.0,30.21,4.18,347,258,51,2,0,"(12, 24]",0.13836477987421383,"(30, 60]",False,True
CUS0001687,58.0,55.52662624177525,6.06,9,187,53,1,0,"(48, 72]",0.1091368305650953,"(30, 60]",False,False
CUS0006788,68.0,37.32,8.218195789745577,800,206,5,0,0,"(48, 72]",0.22020889040047098,"(-1, 7]",False,True
CUS0001722,5.0,89.52,3.18,863,114,64,1,0,"(0, 6]",0.035522788203753354,,True,False
CUS0004858,27.0,96.38,5.88,600,45,33,2,1,"(24, 48]",0.061008507989209385,"(30, 60]",True,False
CUS0007610,57.0,26.82,9.32,725,245,18,3,0,"(48, 72]",0.34750186428038776,"(7, 30]",False,False
CUS0005393,35.0,39.19,2.04,686,81,25,0,0,"(24, 48]",0.052054095432508295,"(7, 30]",False,True
CUS0001176,43.0,58.0,9.82,617,273,13,0,0,"(24, 48]",0.16931034482758622,"(7, 30]",False,True
CUS0006954,48.0,32.14,7.14,32,166,2,1,0,"(24, 48]",0.2221530802738021,"(-1, 7]",False,True
CUS0005887,7.0,60.85,0.13,945,85,54,3,1,"(6, 12]",0.0021364009860312242,"(30, 60]",True,False
CUS0006572,33.0,15.27,5.28,301,256,56,2,0,"(24, 48]",0.3457760314341847,"(30, 60]",False,False
CUS0006698,56.0,21.25,16.22,171,60,59,1,0,"(48, 72]",0.7632941176470588,"(30, 60]",False,False
CUS0000563,23.0,25.32,3.38,345,153,46,0,0,"(12, 24]",0.13349131121642968,"(30, 60]",False,False
CUS0002541,72.0,12.3,11.21,977,188,53,0,0,"(48, 72]",0.9113821138211382,"(30, 60]",False,False
CUS0002300,37.0,13.16,20.51,765,19,42,0,0,"(24, 48]",1.5585106382978724,"(30, 60]",False,False
CUS0004288,41.0,37.12,6.54,195,299,20,0,0,"(24, 48]",0.17618534482758622,"(7, 30]",False,True
CUS0003779,12.0,21.1,7.09,51,163,10,0,0,"(6, 12]",0.33601895734597154,"(7, 30]",False,False
CUS0006557,66.0,43.63,4.66,240,195,35,0,1,"(48, 72]",0.10680724272289709,"(30, 60]",False,True
CUS0002624,16.0,116.43,11.79,542,105,25,1,1,"(12, 24]",0.10126256119556815,"(7, 30]",True,False
CUS0004381,59.0,23.82,0.0,463,224,29,0,1,"(48, 72]",0.0,"(7, 30]",False,False
CUS0004577,47.0,95.76,9.57,74,80,60,0,0,"(24, 48]",0.09993734335839599,"(30, 60]",True,False
CUS0003275,18.0,117.87,0.0,965,259,23,1,1,"(12, 24]",0.0,"(7, 30]",True,False
CUS0004442,9.0,118.73,4.75,76,123,31,7,1,"(6, 12]",0.040006737976922425,"(30, 60]",True,False
CUS0003338,33.0,20.08,12.93,884,112,17,1,0,"(24, 48]",0.6439243027888447,"(7, 30]",False,False
CUS0001025,68.0,21.94,7.07,704,133,7,0,0,"(48, 72]",0.32224247948951684,"(-1, 7]",False,False
CUS0003263,42.0,52.13,0.0,889,273,33,7,1,"(24, 48]",0.0,"(30, 60]",False,True
CUS0006419,15.0,90.09,11.57,181,8,5,1,0,"(12, 24]",0.12842712842712842,"(-1, 7]",True,False
CUS0005901,5.0,13.6,3.06,670,237,36,4,1,"(0, 6]",0.225,"(30, 60]",False,False
CUS0006107,46.0,14.2,7.74,129,2,40,0,0,"(24, 48]",0.5450704225352113,"(30, 60]",False,False
CUS0004620,5.0,60.9,9.12,47,273,23,1,0,"(0, 6]",0.14975369458128077,"(7, 30]",False,True
CUS0001810,52.0,66.02,12.93,130,183,43,2,0,"(48, 72]",0.19584974250227205,"(30, 60]",False,True
CUS0000190,52.0,86.39,5.27,321,116,6,1,0,"(48, 72]",0.06100243083690241,"(-1, 7]",True,False
CUS0001585,9.0,26.79,9.37,77,65,2,3,1,"(6, 12]",0.3497573721537887,"(-1, 7]",False,False
CUS0002105,55.0,53.52,12.92,304,26,21,3,0,"(48, 72]",0.2414050822122571,"(7, 30]",False,True
CUS0003054,51.0,56.32,9.92,199,243,40,0,0,"(48, 72]",0.17613636363636365,"(30, 60]",False,True
CUS0001008,7.0,22.78,6.34,538,238,21,0,0,"(6, 12]",0.2783143107989464,"(7, 30]",False,False
CUS0001167,24.0,87.63,3.78,256,249,14,0,0,"(12, 24]",0.04313591235878124,"(7, 30]",True,False
CUS0006307,60.0,66.55,14.76,87,4,14,2,0,"(48, 72]",0.22178812922614577,"(7, 30]",False,True
CUS0006597,19.0,31.69,12.26,235,210,1,0,0,"(12, 24]",0.38687283054591354,"(-1, 7]",False,True
CUS0002381,29.0,54.54,4.32,574,7,76,1,0,"(24, 48]",0.07920792079207921,,False,True
CUS0006663,13.0,42.8,10.43,103,36,10,2,1,"(12, 24]",0.24369158878504674,"(7, 30]",False,True
CUS0004818,28.0,55.79,7.86,346,143,12,2,0,"(24, 48]",0.14088546334468544,"(7, 30]",False,True
CUS0006136,38.0,28.56,5.79,882,298,34,3,0,"(24, 48]",0.2027310924369748,"(30, 60]",False,False
CUS0001920,9.0,72.01,0.0,733,41,59,0,0,"(6, 12]",0.0,"(30, 60]",True,False
CUS0007400,64.0,27.21,1.92,236,129,12,1,0,"(48, 72]",0.07056229327453142,"(7, 30]",False,False
CUS0007122,60.0,55.52662624177525,9.14,889,28,42,6,1,"(48, 72]",0.16460571474669491,"(30, 60]",True,False
CUS0004835,71.0,17.62,9.89,376,121,3,0,0,"(48, 72]",0.5612939841089671,"(-1, 7]",False,False
CUS0003031,58.0,74.65,8.36,778,283,7,0,0,"(48, 72]",0.1119892833221701,"(-1, 7]",True,False
CUS0007983,70.0,73.97,4.25,439,300,21,3,0,"(48, 72]",0.057455725294038126,"(7, 30]",True,False
CUS0001329,55.0,102.12,4.12,877,154,40,0,0,"(48, 72]",0.04034469251860556,"(30, 60]",True,False
CUS0005952,3.0,49.72,0.38,823,256,25,2,0,"(0, 6]",0.007642799678197909,"(7, 30]",False,True
CUS0003925,67.0,21.85,6.1,413,12,31,0,0,"(48, 72]",0.2791762013729977,"(30, 60]",False,False
CUS0001061,57.0,50.93,14.13,826,71,28,0,0,"(48, 72]",0.2774396230119772,"(7, 30]",False,True
CUS0004267,29.0,12.88,0.0,607,118,35,0,1,"(24, 48]",0.0,"(30, 60]",False,False
CUS0002438,2.0,20.9,4.94,134,285,5,0,0,"(0, 6]",0.2363636363636364,"(-1, 7]",False,False
CUS0006169,38.0,65.72,4.37,572,24,15,0,0,"(24, 48]",0.06649421789409617,"(7, 30]",False,True
CUS0003987,9.0,31.88,0.0,193,239,42,6,1,"(6, 12]",0.0,"(30, 60]",False,True
CUS0004299,60.0,44.1,3.76,773,230,9,1,0,"(48, 72]",0.08526077097505669,"(7, 30]",False,True
CUS0003297,70.0,10.36,2.25,751,21,14,0,0,"(48, 72]",0.2171814671814672,"(7, 30]",False,False
CUS0003721,20.0,57.17,15.2,11,141,41,1,0,"(12, 24]",0.2658737099877558,"(30, 60]",False,True
CUS0005056,7.0,29.66,12.98,769,256,13,0,1,"(6, 12]",0.43762643290627107,"(7, 30]",False,False
CUS0007626,13.0,13.62,6.65,254,89,45,2,1,"(12, 24]",0.4882525697503672,"(30, 60]",False,False
CUS0001956,59.0,92.4,16.1,162,99,44,0,0,"(48, 72]",0.17424242424242425,"(30, 60]",True,False
CUS0001981,61.0,61.6,8.99,419,274,41,0,0,"(48, 72]",0.14594155844155846,"(30, 60]",False,True
CUS0006381,40.0,26.69,2.81,535,4,62,2,0,"(24, 48]",0.10528287748220307,,False,False
CUS0005921,28.0,73.63,2.13,54,15,41,0,0,"(24, 48]",0.028928425913350538,"(30, 60]",True,False
CUS0004504,50.0,29.29,6.19,720,216,63,0,0,"(48, 72]",0.21133492659610792,,False,False
CUS0000857,15.0,17.65,10.52,270,83,25,0,0,"(12, 24]",0.5960339943342776,"(7, 30]",False,False
CUS0005489,32.0,25.67,8.218195789745577,790,233,13,0,0,"(24, 48]",0.320147868708437,"(7, 30]",False,False
CUS0000743,13.0,68.94,0.0,168,262,15,1,0,"(12, 24]",0.0,"(7, 30]",True,False
CUS0004187,7.0,40.86,7.34,640,230,26,0,0,"(6, 12]",0.17963778756730298,"(7, 30]",False,True
CUS0006255,59.0,69.63,16.97,602,34,13,3,0,"(48, 72]",0.2437167887404854,"(7, 30]",False,True
